Atlanta,,Boston,,Chicago,,Los Angeles,,Miami,,New York,,Philadelphia,,Salt Lake City,,San Francisco,,Seattle,,All cities,
All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours
-0.04762865603,-0.09778720886,-0.04690545052,-0.06200688705,-0.08439583331,-0.09260784835,-0.2092203349,-0.2154339999,-0.1110781878,-0.1195252836,-0.07123272866,-0.02966941334,-0.03976500779,-0.08490494639,-0.0989985913,-0.1102882847,-0.06854686141,-0.07958058268,-0.01259729452,-0.01380316913,-0.07144138962,-0.08274301887
-0.07590901107,-0.05583749712,-0.06188641116,-0.05431553349,-0.1340548098,-0.1108621135,-0.2111251503,-0.1958560348,-0.1284545362,-0.118382059,-0.0468561016,-0.05619980022,-0.07667434961,-0.03462613747,-0.09321021289,-0.08982393146,-0.06008783728,0.02213208377,-0.02722902037,-0.03887138143,-0.08351942897,-0.07678192109
-0.0509342216,-0.09270966798,-0.03504839912,-0.03536865488,-0.08239689469,-0.09986006469,-0.1510106772,-0.1430699676,-0.1097903103,-0.1160939261,-0.07420795411,-0.05314895511,-0.05159176886,-0.09232342243,-0.09905047715,-0.1070530787,-0.04303270206,-0.0818175301,-0.01885452121,-0.02533818036,-0.07520483434,-0.07742360234
-0.08860332519,-0.05069457367,-0.06792016327,-0.06166499481,-0.1215561777,-0.1065949872,-0.2011627257,-0.1948688477,-0.1270820946,-0.1316069514,-0.03463980183,-0.0613902621,-0.07801659405,-0.05409526825,-0.09926339239,-0.08357656747,-0.03895862401,0.02032845281,-0.02710041031,-0.02851929329,-0.08490242809,-0.07343028486
-0.05586882681,-0.08447586745,-0.03445627168,-0.04187114164,-0.09599158168,-0.1065274179,-0.2016300559,-0.1666088551,-0.1054419205,-0.1155410111,-0.07694491744,-0.04005574808,-0.07307092845,-0.07479964942,-0.09862653911,-0.1111598238,-0.05774345249,-0.06897694618,-0.02833515406,-0.01798005961,-0.07311785966,-0.07604162395
-0.08554751426,-0.04904902354,-0.06175044924,-0.05635598674,-0.1251784265,-0.1162859425,-0.1996931881,-0.2120211571,-0.1309564859,-0.1149477735,-0.02920632251,-0.05932186544,-0.07215671986,-0.04873823002,-0.09976457804,-0.09345357865,-0.04884009808,0.01709599234,-0.02768858895,-0.01078556012,-0.0837097019,-0.07632572204
-0.04730916396,-0.09242859483,-0.03151774406,-0.03307696059,-0.1066787913,-0.116734691,-0.1485850513,-0.1632275581,-0.1247038394,-0.1300171018,-0.08038529009,-0.04454692826,-0.06810998172,-0.07160816342,-0.09354042262,-0.09033203125,0.01608690247,-0.05641338602,-0.01745742373,-0.01885676943,-0.06915873289,-0.08621978015
-0.07564298809,-0.05532723665,-0.07075868547,-0.04775952175,-0.1258515269,-0.1116954014,-0.1972257346,-0.2228543758,-0.1225001737,-0.1049572229,-0.02776379511,-0.06731375307,-0.06472623348,-0.06590712816,-0.09582476318,-0.07392764837,-0.04665476456,0.01894089207,-0.02156103775,-0.02399834059,-0.08824897557,-0.07926990092
-0.04999945313,-0.09326706082,-0.0292562414,-0.03790526465,-0.1148054227,-0.1183479205,-0.1508672237,-0.1607100368,-0.1480135471,-0.1560441256,-0.07627367973,-0.03617387637,-0.08859403431,-0.07992554456,-0.09042321891,-0.1003441289,0.02166453004,-0.0491338782,-0.002318168292,-0.03502235189,-0.07706978917,-0.09159971029
-0.0850622952,-0.06558295339,-0.05885687098,-0.04592551291,-0.1199431866,-0.1030190587,-0.191136688,-0.2355279326,-0.1229959652,-0.1110699177,-0.03084451333,-0.06100723147,-0.06926027685,-0.0663060993,-0.0946585983,-0.08692133427,-0.03508770838,0.01371406019,-0.03931766748,-0.03473137692,-0.08999158442,-0.08145973831
-0.06035294011,-0.107835263,-0.04376265034,-0.05379973724,-0.1170717776,-0.1320847422,-0.1624105126,-0.1579332352,-0.1489471942,-0.1574914008,-0.07269759476,-0.03764882684,-0.08497297019,-0.06799332798,-0.09294174612,-0.1018707529,-0.002792697633,-0.06120824814,-0.01528962888,-0.04070880264,-0.08305872977,-0.09590255469
-0.08605954051,-0.07027403265,-0.06359352916,-0.05254799128,-0.1102867648,-0.100495249,-0.212419346,-0.2207946926,-0.1285787523,-0.1050026789,-0.03875090554,-0.05903148279,-0.06201215833,-0.07520148903,-0.1091006249,-0.1064804569,-0.02528042719,0.02734444104,-0.05019695312,-0.02960830368,-0.09106909484,-0.07489056885
-0.06748627871,-0.1109274924,-0.05665463954,-0.06809675694,-0.1308260113,-0.1341814846,-0.1591238081,-0.1544318944,-0.1553270519,-0.1694036722,-0.07901815325,-0.04913154244,-0.09149163216,-0.08027463406,-0.1090458557,-0.1154999435,0.02247153968,-0.04962797463,-0.01824536547,-0.03717853501,-0.08386084437,-0.09675340354
-0.09591174126,-0.0534837395,-0.05365666375,-0.04134212807,-0.1057753637,-0.1013444439,-0.209891215,-0.2365365475,-0.1216334105,-0.1082447767,-0.04689225927,-0.06288737804,-0.06156561151,-0.08193656802,-0.1146394387,-0.1089847311,-0.02816346288,0.02216848545,-0.0484486632,-0.02318903245,-0.08998049796,-0.07532307506
-0.07597999275,-0.08746185899,-0.06358257681,-0.06680312008,-0.1356553137,-0.1390624344,-0.1597152352,-0.1576219499,-0.1554202437,-0.1657808572,-0.07751793414,-0.05518943444,-0.09262757748,-0.09735274315,-0.1161928922,-0.1344248503,0.02506468818,-0.05441686139,-0.01617844962,-0.06038758531,-0.08638495952,-0.09317351133
-0.09753619134,-0.05470225587,-0.03839170188,-0.0235203281,-0.09872183204,-0.09288265556,-0.2212290615,-0.2217926979,-0.1129892394,-0.09670892358,-0.05452302843,-0.08010246605,-0.07996343076,-0.07726797462,-0.103421852,-0.1009603515,-0.02851100452,0.02097245306,-0.05310694873,-0.02731248178,-0.09054906666,-0.07184631377
-0.07709475607,-0.0877571702,-0.06775261462,-0.07911536098,-0.1266311854,-0.1282088161,-0.1651993841,-0.166056186,-0.1583117843,-0.17168051,-0.07073782384,-0.06196984649,-0.08798016608,-0.08917182684,-0.1185712889,-0.126480639,0.01730012707,-0.05185613409,-0.02044302598,-0.0510969013,-0.08337402344,-0.08863357455
