Atlanta,,Boston,,Chicago,,Los Angeles,,Miami,,New York,,Philadelphia,,Salt Lake City,,San Francisco,,Seattle,,All cities,
All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours,All day,Peak hours
0.8941118717,0.5384756327,0.4507403374,0.6411249042,0.6199591756,0.3998743594,0.6383934617,0.6039879322,0.613065362,0.2625793517,0.2196005136,0.3400937319,0.8245973587,0.4692156315,0.7327598929,0.4562367201,0.1149323732,0.4075863063,0.9309767485,0.224204421,0.6732274294,0.4798184037
0.9107313752,0.8574743271,0.8000195622,0.395922929,0.4362287223,0.03327058628,0.9467283487,0.5941166282,0.8051424623,-0.3527584076,0.5968648791,0.4325772524,0.6418812871,0.6207200289,0.04143405706,-0.03338025138,0.8338251114,0.07502161711,0.3042964637,0.5443196297,0.7579554915,0.4873349071
0.9024986625,0.6255099177,0.8219066858,0.4550085366,0.4319753945,0.3777948916,0.8818057775,0.8891944289,0.2843132317,0.4534127712,0.4788954556,0.5410327315,0.7088475823,0.4571705163,0.7285522819,0.3693926036,0.1646892726,0.5638623834,0.892121911,0.4609019458,0.6118322015,0.3783707917
1.017829657,0.8173613548,0.6831240058,0.4384940565,0.4589011073,-0.02476734854,0.877253294,0.6188667417,0.05355489254,0.2369021028,0.7488318682,0.6637579203,0.7475680113,0.606413424,-0.09209402651,-0.1422141343,0.6076655984,-0.1011849344,0.4531293511,0.6673979163,0.7618274093,0.5884926319
0.9986025691,0.7035874724,0.5943607092,0.7563479543,0.3185196221,0.6071451306,0.7530031204,0.6923212409,0.5818173885,0.6663677096,0.8463378549,0.7477788329,0.7528270483,0.5193706155,0.9086120129,0.6453109384,0.4781098068,0.3656549752,0.9330568314,0.5010321736,0.6564462185,0.4285851121
1.1076051,1.043132663,0.6922140718,0.7496884465,0.6118867397,0.4738837183,0.5856204629,0.5483228564,0.02783998661,-0.1086796448,0.8274549246,0.6910557747,0.7821530104,0.6870360374,-0.1319228113,0.5051447749,0.5908893943,0.3334228098,0.7169488072,0.3828496635,0.8348195553,0.4665370286
0.6634970903,0.5023879409,0.960675776,0.7556641102,0.4494614005,0.1602679938,0.6700637341,0.5244677663,0.4728867114,0.2860708833,0.8133487701,0.6261996627,0.7172302604,0.5719339848,0.8004380465,0.06903401762,0.7424929738,0.407674998,0.6413319707,1.016440153,0.6142157316,0.462398082
1.038525343,0.8479254842,0.8479888439,0.6152263284,1.084298372,0.4514873922,0.7070865035,0.7592926025,-0.146878615,-0.07987179607,0.6784187555,0.8021295667,0.9269508123,0.730584383,0.1113823801,0.3072014451,0.4308138192,0.5269674063,1.147378802,0.6436206698,0.8627996445,0.5137523413
0.8357627392,0.7624559402,0.8524847627,0.9608445764,0.3690384328,0.2687043846,0.9344015718,0.6833173633,0.4833441079,0.2356801182,0.8446395397,0.7005107403,0.7938244343,0.7172406316,0.4926327467,0.09727269411,0.5609573722,0.3472243249,0.8624404669,0.7784533501,0.8559426665,0.5899735689
1.436292052,1.32407558,0.6522398591,0.7630462646,1.032592535,0.3443355262,0.7764717937,1.08882606,0.002732762834,-0.2917826176,0.795732379,0.955350399,1.012699366,0.8852670193,0.2824976742,0.4501557052,0.5300623178,0.4478863478,0.9144109488,0.7200555205,0.5692343116,0.6437254548
0.7656592727,0.7170868516,1.016030431,0.8438972831,0.3144590557,0.3428856432,1.194639802,0.8661627173,0.4618332684,0.3774829805,0.9699825048,0.8019747138,0.6155304313,0.527844727,0.5246661305,0.2687803805,0.7780040503,0.4674745798,0.7799733877,0.7256464958,0.9763041139,0.5606585145
1.522611618,1.496040344,0.7629843354,0.7484056354,0.9128984213,0.2959161997,0.9185198545,1.195906281,-0.1537657529,-0.09283118695,0.7027682066,0.9327740073,0.4946332574,0.4469659626,0.3900439441,0.2616451681,0.3962715268,0.7056097984,0.8574547172,0.751617372,0.6152700186,0.7024213076
0.8057479262,0.7321539521,0.8035908341,1.037551999,0.3790555596,0.5311767459,1.241272807,0.7507207394,0.4754621387,0.4774118364,0.9363468885,0.5884885192,0.8630306721,0.8636270165,0.3613425791,0.4090320766,0.8801856637,0.3699915707,0.8161963224,0.7184206843,0.9551727176,0.6291860938
1.63544929,1.634113431,0.6781551838,0.7803151608,1.161281943,0.3912082613,0.780669868,0.9040104747,-0.03434234858,-0.2419133782,0.5746309757,0.920249939,0.9913562536,0.9558647275,0.4703755379,0.5229091644,0.5483807325,0.8338000774,0.7925866246,0.7749168873,0.6366670728,0.8213928938
0.7716113329,0.8142933846,1.0324862,0.9698929787,0.6747408509,1.010818839,0.8950132728,1.02555871,0.4646683931,0.4227778912,0.8707919717,0.6202474833,0.5857334733,0.5961059928,0.472006321,0.6985173225,0.9885185957,0.6492826939,0.7630932331,0.4729724228,0.9286653399,0.6696215868
1.49995935,1.455500722,0.6879181266,0.7253004909,1.190001965,0.4019663334,0.9519309998,0.8619017601,-0.00348263979,-0.09541463107,0.7091049552,0.7826068401,0.9778137803,0.9372920394,0.6706392765,0.4862027168,0.545306921,0.9756972194,0.4520215392,0.693911314,0.7946770787,0.8471191525
1.45852828,0.5819167495,0.9194793105,1.265428543,0.5311259031,0.9972897172,0.863535285,0.5062301159,0.0006907100906,0.478515178,0.8203141093,0.4877187908,0.9421624541,0.9616935849,0.4616698027,0.6344946623,1.158644199,0.5611940026,0.6081995964,0.6711178422,0.8586711287,0.5249010921
1.416377306,1.460886002,0.8888060451,0.5534821749,0.8004652858,0.3011662364,1.184280872,1.250179768,0.309881717,-0.03242769837,0.6098220348,0.7547156215,0.7317383289,0.7642764449,0.6220578551,0.2687813342,0.6355192661,0.5171459317,0.6781686544,0.6272792816,0.7742888927,0.8943938017
0.8800122142,1.375142694,1.316405773,1.06509006,0.5502063036,0.9462956786,1.087299466,1.082409978,0.1951185763,0.07194579393,0.8116554618,0.5037512183,0.8636833429,0.6985458732,0.2487199008,0.5342323184,0.9349076748,0.9065496325,0.5933951735,0.5920603275,0.8778125644,0.4179219306
1.43267715,0.5860655904,0.7398811579,0.9076064229,0.5445746779,0.2145221382,0.8889099956,0.724850595,0.5434194803,0.3385230005,0.6293931603,1.165547132,0.6372740865,0.6392686963,0.4844497144,0.2701282203,0.50508672,0.3652310371,0.5287357569,0.4461856782,0.7206705213,0.9489406347
1.146366596,1.364110351,1.137370229,1.195649385,0.7293294072,1.125785947,0.9393142462,0.858479023,0.2010906339,0.002512921812,1.141837239,0.5221641064,0.7698736787,0.7137782574,0.3828998804,0.7884498239,0.7916157246,0.715692699,0.5889413953,0.9941473603,0.9055888057,0.4163554907
0.965275526,1.138347983,0.9584258795,1.122899175,0.322383672,0.4421209395,1.025539517,0.826341331,0.530564487,0.5296174884,0.5792056918,1.0475173,0.9076435566,0.8439907432,0.8130041957,0.04361240938,0.2900419831,0.1291852444,1.032756448,0.3231373727,0.5898194313,0.8930906057
